256.000,152.000,73.000,210.000
255.459,153.622,73.000,210.000
256.000,152.000,73.000,210.000
255.459,152.540,73.000,210.000
256.000,152.000,73.000,210.000
255.459,152.540,73.000,210.000
256.000,152.000,73.000,210.000
255.459,152.540,73.000,210.000
256.000,153.081,73.000,210.000
255.459,152.540,73.000,210.000
254.919,152.000,73.000,210.000
255.459,153.622,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,154.162,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,152.540,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
254.919,153.081,73.000,210.000
254.378,151.459,73.000,210.000
253.838,153.081,73.000,210.000
253.297,151.459,73.000,210.000
253.838,152.000,73.000,210.000
254.378,152.540,73.000,210.000
254.919,150.919,73.000,210.000
255.459,152.540,73.000,210.000
256.000,150.919,73.000,210.000
255.459,151.459,73.000,210.000
256.000,149.838,73.000,210.000
256.541,150.378,73.000,210.000
256.000,149.838,73.000,210.000
256.541,150.378,73.000,210.000
256.000,149.838,73.000,210.000
256.541,150.378,73.000,210.000
256.000,149.838,73.000,210.000
256.541,151.459,73.000,210.000
256.000,149.838,73.000,210.000
256.541,151.459,73.000,210.000
254.919,149.838,73.000,210.000
255.460,151.459,73.000,210.000
256.000,149.838,73.000,210.000
255.460,151.459,73.000,210.000
256.000,149.838,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
256.541,151.459,73.000,210.000
256.000,150.919,73.000,210.000
257.299,155.763,71.443,205.522
257.828,153.118,71.443,205.522
257.299,154.705,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
256.241,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
256.241,153.647,71.443,205.522
257.828,154.176,71.443,205.522
256.241,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,155.234,71.443,205.522
256.241,153.647,71.443,205.522
257.828,154.176,71.443,205.522
256.241,153.647,71.443,205.522
257.828,154.176,71.443,205.522
256.241,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,154.176,71.443,205.522
258.357,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,152.589,71.443,205.522
256.770,154.176,71.443,205.522
257.299,152.589,71.443,205.522
256.770,154.176,71.443,205.522
257.299,152.589,71.443,205.522
256.770,154.176,71.443,205.522
257.299,152.589,71.443,205.522
256.770,154.176,71.443,205.522
258.357,152.589,71.443,205.522
256.770,154.176,71.443,205.522
258.357,153.647,71.443,205.522
256.770,154.176,71.443,205.522
258.357,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,155.234,71.443,205.522
257.299,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
255.712,154.176,71.443,205.522
256.241,152.589,71.443,205.522
255.712,154.176,71.443,205.522
256.241,152.589,71.443,205.522
255.712,154.176,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
256.770,152.060,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,152.589,71.443,205.522
255.712,153.118,71.443,205.522
256.241,151.531,71.443,205.522
255.712,152.060,71.443,205.522
256.241,152.589,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,152.589,71.443,205.522
256.770,153.118,71.443,205.522
256.241,152.589,71.443,205.522
256.770,152.060,71.443,205.522
257.299,152.589,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,151.002,71.443,205.522
257.299,151.531,71.443,205.522
255.712,152.060,71.443,205.522
256.241,151.531,71.443,205.522
256.770,152.060,71.443,205.522
256.241,151.531,71.443,205.522
255.712,149.944,71.443,205.522
256.241,151.531,71.443,205.522
256.770,149.944,71.443,205.522
257.299,149.415,71.443,205.522
256.770,152.060,71.443,205.522
257.299,151.531,71.443,205.522
256.770,152.060,71.443,205.522
258.357,152.589,71.443,205.522
256.770,153.118,71.443,205.522
257.299,152.589,71.443,205.522
256.770,153.118,71.443,205.522
257.299,152.589,71.443,205.522
256.770,154.176,71.443,205.522
258.357,152.589,71.443,205.522
257.828,153.118,71.443,205.522
256.241,152.589,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,154.176,71.443,205.522
257.299,153.647,71.443,205.522
256.770,155.234,71.443,205.522
257.299,153.647,71.443,205.522
256.770,155.234,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,153.647,71.443,205.522
257.828,154.176,71.443,205.522
257.299,152.589,71.443,205.522
257.828,154.176,71.443,205.522
257.299,152.589,71.443,205.522
256.770,153.118,71.443,205.522
257.299,152.589,71.443,205.522
256.770,152.060,71.443,205.522
256.241,151.531,71.443,205.522
255.712,151.002,71.443,205.522
255.183,149.415,71.443,205.522
254.654,149.944,71.443,205.522
255.183,148.357,71.443,205.522
254.654,146.770,71.443,205.522
254.125,145.183,71.443,205.522
252.538,143.596,71.443,205.522
253.067,140.951,71.443,205.522
251.480,138.306,71.443,205.522
252.009,136.719,71.443,205.522
250.423,134.074,71.443,205.522
249.894,130.371,71.443,205.522
247.249,127.726,71.443,205.522
137.747,165.285,71.443,205.522
135.102,162.640,71.443,205.522
134.573,164.227,71.443,205.522
136.160,163.698,71.443,205.522
133.723,160.875,73.024,210.069
134.264,160.335,73.024,210.069
133.723,160.875,73.024,210.069
134.264,160.335,73.024,210.069
133.723,160.875,73.024,210.069
135.345,160.335,73.024,210.069
135.886,161.957,73.024,210.069
137.508,161.416,73.024,210.069
138.049,164.120,73.024,210.069
137.508,162.497,73.024,210.069
139.130,163.038,73.024,210.069
139.671,163.579,73.024,210.069
140.211,161.957,73.024,210.069
140.752,163.579,73.024,210.069
140.211,161.957,73.024,210.069
139.671,162.498,73.024,210.069
139.130,161.957,73.024,210.069
138.589,161.416,73.024,210.069
139.130,161.957,73.024,210.069
137.508,160.335,73.024,210.069
138.049,160.875,73.024,210.069
137.802,155.747,74.640,214.717
137.249,157.405,74.640,214.717
137.802,156.852,74.640,214.717
137.249,158.510,74.640,214.717
137.802,157.957,74.640,214.717
138.354,158.510,74.640,214.717
137.802,157.957,74.640,214.717
138.354,159.615,74.640,214.717
137.802,160.168,74.640,214.717
137.249,159.615,74.640,214.717
136.696,160.168,74.640,214.717
137.249,158.510,74.640,214.717
136.696,160.168,74.640,214.717
137.249,158.510,74.640,214.717
137.802,159.063,74.640,214.717
137.249,159.615,74.640,214.717
136.696,159.063,74.640,214.717
137.249,159.615,74.640,214.717
135.591,159.063,74.640,214.717
135.038,159.615,74.640,214.717
134.486,159.063,74.640,214.717
133.933,159.615,74.640,214.717
133.380,159.063,74.640,214.717
133.933,159.615,74.640,214.717
134.486,159.063,74.640,214.717
135.038,159.615,74.640,214.717
134.486,159.063,74.640,214.717
135.038,159.615,74.640,214.717
135.591,159.063,74.640,214.717
135.038,159.615,74.640,214.717
134.486,157.957,74.640,214.717
135.038,158.510,74.640,214.717
135.591,157.957,74.640,214.717
135.038,158.510,74.640,214.717
135.591,157.957,74.640,214.717
135.038,158.510,74.640,214.717
135.591,157.957,74.640,214.717
135.038,158.510,74.640,214.717
134.486,157.957,74.640,214.717
133.933,158.510,74.640,214.717
134.486,156.852,74.640,214.717
133.933,158.510,74.640,214.717
134.486,156.852,74.640,214.717
133.933,158.510,74.640,214.717
135.591,156.852,74.640,214.717
135.038,158.510,74.640,214.717
135.591,157.957,74.640,214.717
136.144,159.615,74.640,214.717
136.696,159.063,74.640,214.717
137.249,160.721,74.640,214.717
137.802,160.168,74.640,214.717
138.354,159.615,74.640,214.717
137.802,160.168,74.640,214.717
139.460,158.510,74.640,214.717
140.012,159.063,74.640,214.717
140.565,159.615,74.640,214.717
141.118,159.063,74.640,214.717
141.670,159.615,74.640,214.717
142.999,164.568,73.048,210.138
140.294,161.864,73.048,210.138
140.835,163.486,73.048,210.138
141.093,167.291,71.490,205.656
137.556,163.368,73.072,210.207
134.851,161.745,73.072,210.207
131.236,156.613,74.689,214.857
135.107,159.378,74.689,214.857
130.264,152.985,76.341,219.611
126.488,149.969,78.030,224.470
119.031,145.688,79.756,229.436
108.958,140.086,81.521,234.513
112.440,136.865,83.325,239.701
117.279,131.013,85.168,245.005
125.477,130.383,85.168,245.005
133.675,131.013,85.168,245.005
141.238,126.340,87.053,250.425
147.632,122.901,88.979,255.966
153.561,126.195,88.979,255.966
163.444,126.854,88.979,255.966
